Inns,Score,Overs,Conc,Wkts,Ct,St,Unnamed: 7,Opposition,Ground,Start Date,        Type,Format,Team
1,-,DNB,-,-,0,0,,T20I v Namibia,Dubai (DICS),08-Nov-21,T20I # 1410,T20I, Namibia
2,DNB,-,-,-,-,-,,T20I v Namibia,Dubai (DICS),08-Nov-21,T20I # 1410,T20I, Namibia
1,0,-,-,-,-,-,,Test v New Zealand,Wankhede,03-Dec-21,Test # 2438,Test, New Zealand
2,-,DNB,-,-,2,0,,Test v New Zealand,Wankhede,03-Dec-21,Test # 2438,Test, New Zealand
3,36,-,-,-,-,-,,Test v New Zealand,Wankhede,03-Dec-21,Test # 2438,Test, New Zealand
4,-,DNB,-,-,0,0,,Test v New Zealand,Wankhede,03-Dec-21,Test # 2438,Test, New Zealand
1,35,-,-,-,-,-,,Test v South Africa,Centurion,26-Dec-21,Test # 2443,Test, South Africa
2,-,DNB,-,-,0,0,,Test v South Africa,Centurion,26-Dec-21,Test # 2443,Test, South Africa
3,18,-,-,-,-,-,,Test v South Africa,Centurion,26-Dec-21,Test # 2443,Test, South Africa
4,-,DNB,-,-,0,0,,Test v South Africa,Centurion,26-Dec-21,Test # 2443,Test, South Africa
1,79,-,-,-,-,-,,Test v South Africa,Cape Town,11-Jan-22,Test # 2448,Test, South Africa
2,-,DNB,-,-,2,0,,Test v South Africa,Cape Town,11-Jan-22,Test # 2448,Test, South Africa
3,29,-,-,-,-,-,,Test v South Africa,Cape Town,11-Jan-22,Test # 2448,Test, South Africa
4,-,DNB,-,-,0,0,,Test v South Africa,Cape Town,11-Jan-22,Test # 2448,Test, South Africa
1,-,DNB,-,-,0,0,,ODI v South Africa,Paarl,19-Jan-22,ODI # 4344,ODI ,South Africa
2,51,-,-,-,-,-,,ODI v South Africa,Paarl,19-Jan-22,ODI # 4344,ODI ,South Africa
1,0,-,-,-,-,-,,ODI v South Africa,Paarl,21-Jan-22,ODI # 4346,ODI ,South Africa
2,-,DNB,-,-,0,0,,ODI v South Africa,Paarl,21-Jan-22,ODI # 4346,ODI ,South Africa
1,-,DNB,-,-,2,0,,ODI v South Africa,Cape Town,23-Jan-22,ODI # 4349,ODI ,South Africa
2,65,-,-,-,-,-,,ODI v South Africa,Cape Town,23-Jan-22,ODI # 4349,ODI ,South Africa
1,-,DNB,-,-,0,0,,ODI v West Indies,Ahmedabad,06-Feb-22,ODI # 4353,ODI ,West Indies
2,8,-,-,-,-,-,,ODI v West Indies,Ahmedabad,06-Feb-22,ODI # 4353,ODI ,West Indies
1,18,-,-,-,-,-,,ODI v West Indies,Ahmedabad,09-Feb-22,ODI # 4355,ODI ,West Indies
2,-,DNB,-,-,1,0,,ODI v West Indies,Ahmedabad,09-Feb-22,ODI # 4355,ODI ,West Indies
1,0,-,-,-,-,-,,ODI v West Indies,Ahmedabad,11-Feb-22,ODI # 4356,ODI ,West Indies
2,-,DNB,-,-,2,0,,ODI v West Indies,Ahmedabad,11-Feb-22,ODI # 4356,ODI ,West Indies
1,-,DNB,-,-,1,0,,T20I v West Indies,Eden Gardens,16-Feb-22,T20I # 1467,T20I, West Indies
2,17,-,-,-,-,-,,T20I v West Indies,Eden Gardens,16-Feb-22,T20I # 1467,T20I, West Indies
1,52,-,-,-,-,-,,T20I v West Indies,Eden Gardens,18-Feb-22,T20I # 1473,T20I, West Indies
2,-,DNB,-,-,0,0,,T20I v West Indies,Eden Gardens,18-Feb-22,T20I # 1473,T20I, West Indies
1,45,-,-,-,-,-,,Test v Sri Lanka,Mohali,04-Mar-22,Test # 2452,Test, Sri Lanka
2,-,DNB,-,-,0,0,,Test v Sri Lanka,Mohali,04-Mar-22,Test # 2452,Test, Sri Lanka
3,-,DNB,-,-,1,0,,Test v Sri Lanka,Mohali,04-Mar-22,Test # 2452,Test, Sri Lanka
1,23,-,-,-,-,-,,Test v Sri Lanka,Bengaluru,12-Mar-22,Test # 2456,Test, Sri Lanka
2,-,DNB,-,-,0,0,,Test v Sri Lanka,Bengaluru,12-Mar-22,Test # 2456,Test, Sri Lanka
3,13,-,-,-,-,-,,Test v Sri Lanka,Bengaluru,12-Mar-22,Test # 2456,Test, Sri Lanka
4,-,DNB,-,-,0,0,,Test v Sri Lanka,Bengaluru,12-Mar-22,Test # 2456,Test, Sri Lanka
1,11,-,-,-,-,-,,Test v England,Birmingham,01-Jul-22,Test # 2470,Test, England
2,-,DNB,-,-,1,0,,Test v England,Birmingham,01-Jul-22,Test # 2470,Test, England
3,20,-,-,-,-,-,,Test v England,Birmingham,01-Jul-22,Test # 2470,Test, England
4,-,DNB,-,-,0,0,,Test v England,Birmingham,01-Jul-22,Test # 2470,Test, England
1,1,-,-,-,-,-,,T20I v England,Birmingham,09-Jul-22,T20I # 1628,T20I, England
2,-,DNB,-,-,1,0,,T20I v England,Birmingham,09-Jul-22,T20I # 1628,T20I, England
1,-,DNB,-,-,0,0,,T20I v England,Nottingham,10-Jul-22,T20I # 1631,T20I, England
2,11,-,-,-,-,-,,T20I v England,Nottingham,10-Jul-22,T20I # 1631,T20I, England
1,-,DNB,-,-,0,0,,ODI v England,Lord's,14-Jul-22,ODI # 4428,ODI ,England
2,16,-,-,-,-,-,,ODI v England,Lord's,14-Jul-22,ODI # 4428,ODI ,England
1,-,DNB,-,-,1,0,,ODI v England,Manchester,17-Jul-22,ODI # 4433,ODI ,England
2,17,-,-,-,-,-,,ODI v England,Manchester,17-Jul-22,ODI # 4433,ODI ,England
1,-,DNB,-,-,0,0,,T20I v Pakistan,Dubai (DICS),28-Aug-22,T20I # 1750,T20I, Pakistan
2,35,-,-,-,-,-,,T20I v Pakistan,Dubai (DICS),28-Aug-22,T20I # 1750,T20I, Pakistan
1,59*,-,-,-,-,-,,T20I v Hong Kong,Dubai (DICS),31-Aug-22,T20I # 1754,T20I, Hong Kong
2,-,1,6,0,0,0,,T20I v Hong Kong,Dubai (DICS),31-Aug-22,T20I # 1754,T20I, Hong Kong
1,60,-,-,-,-,-,,T20I v Pakistan,Dubai (DICS),04-Sep-22,T20I # 1758,T20I, Pakistan
2,-,DNB,-,-,1,0,,T20I v Pakistan,Dubai (DICS),04-Sep-22,T20I # 1758,T20I, Pakistan
1,0,-,-,-,-,-,,T20I v Sri Lanka,Dubai (DICS),06-Sep-22,T20I # 1759,T20I, Sri Lanka
2,-,DNB,-,-,0,0,,T20I v Sri Lanka,Dubai (DICS),06-Sep-22,T20I # 1759,T20I, Sri Lanka
1,122*,-,-,-,-,-,,T20I v Afghanistan,Dubai (DICS),08-Sep-22,T20I # 1761,T20I, Afghanistan
2,-,DNB,-,-,1,0,,T20I v Afghanistan,Dubai (DICS),08-Sep-22,T20I # 1761,T20I, Afghanistan
1,2,-,-,-,-,-,,T20I v Australia,Mohali,20-Sep-22,T20I # 1788,T20I, Australia
2,-,DNB,-,-,1,0,,T20I v Australia,Mohali,20-Sep-22,T20I # 1788,T20I, Australia
1,-,DNB,-,-,0,0,,T20I v Australia,Nagpur,23-Sep-22,T20I # 1794,T20I, Australia
2,11,-,-,-,-,-,,T20I v Australia,Nagpur,23-Sep-22,T20I # 1794,T20I, Australia
1,-,DNB,-,-,0,0,,T20I v Australia,Hyderabad,25-Sep-22,T20I # 1796,T20I, Australia
2,63,-,-,-,-,-,,T20I v Australia,Hyderabad,25-Sep-22,T20I # 1796,T20I, Australia
1,-,DNB,-,-,0,0,,T20I v South Africa,Thiruvananthapuram,28-Sep-22,T20I # 1800,T20I, South Africa
2,3,-,-,-,-,-,,T20I v South Africa,Thiruvananthapuram,28-Sep-22,T20I # 1800,T20I, South Africa
1,49*,-,-,-,-,-,,T20I v South Africa,Guwahati,02-Oct-22,T20I # 1803,T20I, South Africa
2,-,DNB,-,-,1,0,,T20I v South Africa,Guwahati,02-Oct-22,T20I # 1803,T20I, South Africa
1,-,DNB,-,-,0,0,,T20I v Pakistan,Melbourne,23-Oct-22,T20I # 1842,T20I, Pakistan
2,82*,-,-,-,-,-,,T20I v Pakistan,Melbourne,23-Oct-22,T20I # 1842,T20I, Pakistan
1,62*,-,-,-,-,-,,T20I v Netherlands,Sydney,27-Oct-22,T20I # 1848,T20I, Netherlands
2,-,DNB,-,-,1,0,,T20I v Netherlands,Sydney,27-Oct-22,T20I # 1848,T20I, Netherlands
1,12,-,-,-,-,-,,T20I v South Africa,Perth,30-Oct-22,T20I # 1853,T20I, South Africa
2,-,DNB,-,-,0,0,,T20I v South Africa,Perth,30-Oct-22,T20I # 1853,T20I, South Africa
1,64*,-,-,-,-,-,,T20I v Bangladesh,Adelaide,02-Nov-22,T20I # 1860,T20I, Bangladesh
2,-,DNB,-,-,0,0,,T20I v Bangladesh,Adelaide,02-Nov-22,T20I # 1860,T20I, Bangladesh
1,26,-,-,-,-,-,,T20I v Zimbabwe,Melbourne,06-Nov-22,T20I # 1873,T20I, Zimbabwe
2,-,DNB,-,-,1,0,,T20I v Zimbabwe,Melbourne,06-Nov-22,T20I # 1873,T20I, Zimbabwe
1,50,-,-,-,-,-,,T20I v England,Adelaide,10-Nov-22,T20I # 1878,T20I, England
2,-,DNB,-,-,0,0,,T20I v England,Adelaide,10-Nov-22,T20I # 1878,T20I, England
1,9,-,-,-,-,-,,ODI v Bangladesh,Mirpur,04-Dec-22,ODI # 4493,ODI ,Bangladesh
2,-,DNB,-,-,1,0,,ODI v Bangladesh,Mirpur,04-Dec-22,ODI # 4493,ODI ,Bangladesh
1,-,DNB,-,-,0,0,,ODI v Bangladesh,Mirpur,07-Dec-22,ODI # 4496,ODI ,Bangladesh
2,5,-,-,-,-,-,,ODI v Bangladesh,Mirpur,07-Dec-22,ODI # 4496,ODI ,Bangladesh
1,113,-,-,-,-,-,,ODI v Bangladesh,Chattogram,10-Dec-22,ODI # 4499,ODI ,Bangladesh
2,-,DNB,-,-,0,0,,ODI v Bangladesh,Chattogram,10-Dec-22,ODI # 4499,ODI ,Bangladesh
1,1,-,-,-,-,-,,Test v Bangladesh,Chattogram,14-Dec-22,Test # 2481,Test, Bangladesh
2,-,DNB,-,-,1,0,,Test v Bangladesh,Chattogram,14-Dec-22,Test # 2481,Test, Bangladesh
3,19*,-,-,-,-,-,,Test v Bangladesh,Chattogram,14-Dec-22,Test # 2481,Test, Bangladesh
4,-,DNB,-,-,1,0,,Test v Bangladesh,Chattogram,14-Dec-22,Test # 2481,Test, Bangladesh
1,-,DNB,-,-,0,0,,Test v Bangladesh,Mirpur,22-Dec-22,Test # 2484,Test, Bangladesh
2,24,-,-,-,-,-,,Test v Bangladesh,Mirpur,22-Dec-22,Test # 2484,Test, Bangladesh
3,-,DNB,-,-,0,0,,Test v Bangladesh,Mirpur,22-Dec-22,Test # 2484,Test, Bangladesh
4,1,-,-,-,-,-,,Test v Bangladesh,Mirpur,22-Dec-22,Test # 2484,Test, Bangladesh
1,113,-,-,-,-,-,,ODI v Sri Lanka,Guwahati,10-Jan-23,ODI # 4501,ODI ,Sri Lanka
2,-,DNB,-,-,0,0,,ODI v Sri Lanka,Guwahati,10-Jan-23,ODI # 4501,ODI ,Sri Lanka
1,-,DNB,-,-,0,0,,ODI v Sri Lanka,Eden Gardens,12-Jan-23,ODI # 4503,ODI ,Sri Lanka
2,4,-,-,-,-,-,,ODI v Sri Lanka,Eden Gardens,12-Jan-23,ODI # 4503,ODI ,Sri Lanka
1,166*,-,-,-,-,-,,ODI v Sri Lanka,Thiruvananthapuram,15-Jan-23,ODI # 4505,ODI ,Sri Lanka
2,-,DNB,-,-,0,0,,ODI v Sri Lanka,Thiruvananthapuram,15-Jan-23,ODI # 4505,ODI ,Sri Lanka
1,8,-,-,-,-,-,,ODI v New Zealand,Hyderabad,18-Jan-23,ODI # 4507,ODI ,New Zealand
2,-,DNB,-,-,0,0,,ODI v New Zealand,Hyderabad,18-Jan-23,ODI # 4507,ODI ,New Zealand
1,-,DNB,-,-,0,0,,ODI v New Zealand,Raipur,21-Jan-23,ODI # 4509,ODI ,New Zealand
2,11,-,-,-,-,-,,ODI v New Zealand,Raipur,21-Jan-23,ODI # 4509,ODI ,New Zealand
1,36,-,-,-,-,-,,ODI v New Zealand,Indore,24-Jan-23,ODI # 4511,ODI ,New Zealand
2,-,DNB,-,-,2,0,,ODI v New Zealand,Indore,24-Jan-23,ODI # 4511,ODI ,New Zealand
1,-,DNB,-,-,1,0,,Test v Australia,Nagpur,09-Feb-23,Test # 2490,Test, Australia
2,12,-,-,-,-,-,,Test v Australia,Nagpur,09-Feb-23,Test # 2490,Test, Australia
3,-,DNB,-,-,1,0,,Test v Australia,Nagpur,09-Feb-23,Test # 2490,Test, Australia
1,-,DNB,-,-,1,0,,Test v Australia,Delhi,17-Feb-23,Test # 2493,Test, Australia
2,44,-,-,-,-,-,,Test v Australia,Delhi,17-Feb-23,Test # 2493,Test, Australia
3,-,DNB,-,-,1,0,,Test v Australia,Delhi,17-Feb-23,Test # 2493,Test, Australia
4,20,-,-,-,-,-,,Test v Australia,Delhi,17-Feb-23,Test # 2493,Test, Australia
1,22,-,-,-,-,-,,Test v Australia,Indore,01-Mar-23,Test # 2496,Test, Australia
2,-,DNB,-,-,0,0,,Test v Australia,Indore,01-Mar-23,Test # 2496,Test, Australia
3,13,-,-,-,-,-,,Test v Australia,Indore,01-Mar-23,Test # 2496,Test, Australia
4,-,DNB,-,-,0,0,,Test v Australia,Indore,01-Mar-23,Test # 2496,Test, Australia
1,-,DNB,-,-,1,0,,Test v Australia,Ahmedabad,09-Mar-23,Test # 2499,Test, Australia
2,186,-,-,-,-,-,,Test v Australia,Ahmedabad,09-Mar-23,Test # 2499,Test, Australia
3,-,DNB,-,-,0,0,,Test v Australia,Ahmedabad,09-Mar-23,Test # 2499,Test, Australia
1,-,DNB,-,-,0,0,,ODI v Australia,Wankhede,17-Mar-23,ODI # 4538,ODI ,Australia
2,4,-,-,-,-,-,,ODI v Australia,Wankhede,17-Mar-23,ODI # 4538,ODI ,Australia
1,31,-,-,-,-,-,,ODI v Australia,Visakhapatnam,19-Mar-23,ODI # 4541,ODI ,Australia
2,-,DNB,-,-,0,0,,ODI v Australia,Visakhapatnam,19-Mar-23,ODI # 4541,ODI ,Australia
1,-,DNB,-,-,0,0,,ODI v Australia,Chennai,22-Mar-23,ODI # 4545,ODI ,Australia
2,54,-,-,-,-,-,,ODI v Australia,Chennai,22-Mar-23,ODI # 4545,ODI ,Australia
1,-,DNB,-,-,0,0,,Test v Australia,The Oval,07-Jun-23,Test # 2505,Test, Australia
2,14,-,-,-,-,-,,Test v Australia,The Oval,07-Jun-23,Test # 2505,Test, Australia
3,-,DNB,-,-,1,0,,Test v Australia,The Oval,07-Jun-23,Test # 2505,Test, Australia
4,49,-,-,-,-,-,,Test v Australia,The Oval,07-Jun-23,Test # 2505,Test, Australia
1,-,DNB,-,-,0,0,,Test v West Indies,Roseau,12-Jul-23,Test # 2510,Test, West Indies
2,76,-,-,-,-,-,,Test v West Indies,Roseau,12-Jul-23,Test # 2510,Test, West Indies
3,-,DNB,-,-,0,0,,Test v West Indies,Roseau,12-Jul-23,Test # 2510,Test, West Indies
1,121,-,-,-,-,-,,Test v West Indies,Port of Spain,20-Jul-23,Test # 2513,Test, West Indies
2,-,DNB,-,-,0,0,,Test v West Indies,Port of Spain,20-Jul-23,Test # 2513,Test, West Indies
3,DNB,-,-,-,-,-,,Test v West Indies,Port of Spain,20-Jul-23,Test # 2513,Test, West Indies
4,-,DNB,-,-,0,0,,Test v West Indies,Port of Spain,20-Jul-23,Test # 2513,Test, West Indies
1,-,DNB,-,-,1,0,,ODI v West Indies,Bridgetown,27-Jul-23,ODI # 4622,ODI ,West Indies
2,DNB,-,-,-,-,-,,ODI v West Indies,Bridgetown,27-Jul-23,ODI # 4622,ODI ,West Indies
0,-,TDNB,-,-,-,-,,ODI v Pakistan,Pallekele,02-Sep-23,ODI # 4630,ODI ,Pakistan
1,4,-,-,-,-,-,,ODI v Pakistan,Pallekele,02-Sep-23,ODI # 4630,ODI ,Pakistan
1,-,DNB,-,-,1,0,,ODI v Nepal,Pallekele,04-Sep-23,ODI # 4632,ODI ,Nepal
2,DNB,-,-,-,-,-,,ODI v Nepal,Pallekele,04-Sep-23,ODI # 4632,ODI ,Nepal
1,122*,-,-,-,-,-,,ODI v Pakistan,Colombo (RPS),10-Sep-23,ODI # 4639,ODI ,Pakistan
2,-,DNB,-,-,0,0,,ODI v Pakistan,Colombo (RPS),10-Sep-23,ODI # 4639,ODI ,Pakistan
1,3,-,-,-,-,-,,ODI v Sri Lanka,Colombo (RPS),12-Sep-23,ODI # 4641,ODI ,Sri Lanka
2,-,DNB,-,-,0,0,,ODI v Sri Lanka,Colombo (RPS),12-Sep-23,ODI # 4641,ODI ,Sri Lanka
1,-,DNB,-,-,1,0,,ODI v Sri Lanka,Colombo (RPS),17-Sep-23,ODI # 4649,ODI ,Sri Lanka
2,DNB,-,-,-,-,-,,ODI v Sri Lanka,Colombo (RPS),17-Sep-23,ODI # 4649,ODI ,Sri Lanka
1,-,DNB,-,-,1,0,,ODI v Australia,Rajkot,27-Sep-23,ODI # 4657,ODI ,Australia
2,56,-,-,-,-,-,,ODI v Australia,Rajkot,27-Sep-23,ODI # 4657,ODI ,Australia
1,-,DNB,-,-,2,0,,ODI v Australia,Chennai,08-Oct-23,ODI # 4662,ODI ,Australia
2,85,-,-,-,-,-,,ODI v Australia,Chennai,08-Oct-23,ODI # 4662,ODI ,Australia
1,-,DNB,-,-,1,0,,ODI v Afghanistan,Delhi,11-Oct-23,ODI # 4666,ODI ,Afghanistan
2,55*,-,-,-,-,-,,ODI v Afghanistan,Delhi,11-Oct-23,ODI # 4666,ODI ,Afghanistan
1,-,DNB,-,-,0,0,,ODI v Pakistan,Ahmedabad,14-Oct-23,ODI # 4669,ODI ,Pakistan
2,16,-,-,-,-,-,,ODI v Pakistan,Ahmedabad,14-Oct-23,ODI # 4669,ODI ,Pakistan
1,-,0.3,2,0,0,0,,ODI v Bangladesh,Pune,19-Oct-23,ODI # 4674,ODI ,Bangladesh
2,103*,-,-,-,-,-,,ODI v Bangladesh,Pune,19-Oct-23,ODI # 4674,ODI ,Bangladesh
1,-,DNB,-,-,2,0,,ODI v New Zealand,Dharamsala,22-Oct-23,ODI # 4678,ODI ,New Zealand
2,95,-,-,-,-,-,,ODI v New Zealand,Dharamsala,22-Oct-23,ODI # 4678,ODI ,New Zealand
1,0,-,-,-,-,-,,ODI v England,Lucknow,29-Oct-23,ODI # 4686,ODI ,England
2,-,DNB,-,-,0,0,,ODI v England,Lucknow,29-Oct-23,ODI # 4686,ODI ,England
1,88,-,-,-,-,-,,ODI v Sri Lanka,Wankhede,02-Nov-23,ODI # 4690,ODI ,Sri Lanka
2,-,DNB,-,-,0,0,,ODI v Sri Lanka,Wankhede,02-Nov-23,ODI # 4690,ODI ,Sri Lanka
1,101*,-,-,-,-,-,,ODI v South Africa,Eden Gardens,05-Nov-23,ODI # 4694,ODI ,South Africa
2,-,DNB,-,-,0,0,,ODI v South Africa,Eden Gardens,05-Nov-23,ODI # 4694,ODI ,South Africa
1,51,-,-,-,-,-,,ODI v Netherlands,Bengaluru,12-Nov-23,ODI # 4702,ODI ,Netherlands
2,-,3,13,1,0,0,,ODI v Netherlands,Bengaluru,12-Nov-23,ODI # 4702,ODI ,Netherlands
1,117,-,-,-,-,-,,ODI v New Zealand,Wankhede,15-Nov-23,ODI # 4703,ODI ,New Zealand
2,-,DNB,-,-,0,0,,ODI v New Zealand,Wankhede,15-Nov-23,ODI # 4703,ODI ,New Zealand
1,54,-,-,-,-,-,,ODI v Australia,Ahmedabad,19-Nov-23,ODI # 4705,ODI ,Australia
2,-,DNB,-,-,1,0,,ODI v Australia,Ahmedabad,19-Nov-23,ODI # 4705,ODI ,Australia
1,38,-,-,-,-,-,,Test v South Africa,Centurion,26-Dec-23,Test # 2520,Test, South Africa
2,-,DNB,-,-,0,0,,Test v South Africa,Centurion,26-Dec-23,Test # 2520,Test, South Africa
3,76,-,-,-,-,-,,Test v South Africa,Centurion,26-Dec-23,Test # 2520,Test, South Africa
1,-,DNB,-,-,0,0,,Test v South Africa,Cape Town,03-Jan-24,Test # 2522,Test, South Africa
2,46,-,-,-,-,-,,Test v South Africa,Cape Town,03-Jan-24,Test # 2522,Test, South Africa
3,-,DNB,-,-,1,0,,Test v South Africa,Cape Town,03-Jan-24,Test # 2522,Test, South Africa
4,12,-,-,-,-,-,,Test v South Africa,Cape Town,03-Jan-24,Test # 2522,Test, South Africa
1,-,DNB,-,-,1,0,,T20I v Afghanistan,Indore,14-Jan-24,T20I # 2431,T20I, Afghanistan
2,29,-,-,-,-,-,,T20I v Afghanistan,Indore,14-Jan-24,T20I # 2431,T20I, Afghanistan
1,0,-,-,-,-,-,,T20I v Afghanistan,Bengaluru,17-Jan-24,T20I # 2435,T20I, Afghanistan
2,-,DNB,-,-,1,0,,T20I v Afghanistan,Bengaluru,17-Jan-24,T20I # 2435,T20I, Afghanistan
